timestamp,old_nid,new_deal_id,new_deal_uuid,new_nid,new_property_id,http_code,success
2026-06-19,38632902727,1717270,c955954f-ad0b-4073-a39f-de08cc4dbc89,61364573803,1721150,reconstruido,true
2026-06-19,19869249454,1717271,85c18973-cf4e-4ab6-b8ee-2b434f760566,61356551591,1721151,reconstruido,true
2026-06-19,,1717272,d63f1126-26a6-46c2-8398-1395f903238f,61370895024,1721152,reconstruido,true
2026-06-19,37985305476,1717273,54d824e5-7a29-4ece-aae0-5882210323f6,61372752404,1721153,reconstruido,true
2026-06-19,17393099031,1717274,4deb08eb-ec48-40cc-ac51-167a7a2908e8,61351632708,1721154,reconstruido,true
2026-06-19,36042987301,1717275,438af3df-baee-4b52-996e-16149e004091,61357294592,1721155,reconstruido,true
2026-06-19,39872622643,1717276,ff0830ab-657a-4b33-9e20-41c3071b3878,61364111650,1721156,reconstruido,true
2026-06-19,12978593081,1717277,e2d3657f-2547-4f51-9802-6942779604c3,61362025052,1721157,reconstruido,true
2026-06-19,39000841268,1717278,a21a7818-75a5-4cbb-9849-50e619979d6a,61370120033,1721158,reconstruido,true
2026-06-19,33666473612,1717279,d4bda4ed-f923-48c4-90ad-fe0a07485a43,61357294595,1721159,reconstruido,true
2026-06-19,34908360249,1717280,9e075de5-4ad8-4535-9b90-fe7dbb92b4a9,61371049510,1721160,reconstruido,true
2026-06-19,38734866357,1717281,2724a513-76c8-4587-899a-aac28c86ac83,61374606249,1721161,reconstruido,true
2026-06-19,,1717282,7f90d8aa-222c-47e1-a2ee-c4818c453b54,61367191985,1721162,reconstruido,true
2026-06-19,33285591441,1717283,a51577fe-a7a9-4ef7-ac02-1effef9ccee9,61354422178,1721163,reconstruido,true
2026-06-19,36110082075,1717284,ff4bff86-40f6-4e04-af9c-cbed8f2c33d3,61373680691,1721164,reconstruido,true
2026-06-19,39712199529,1717285,3bb3bc88-556f-4838-846a-2701a1e7e7b5,61365500557,1721165,reconstruido,true
2026-06-19,36907300699,1717286,a7f1000a-a372-4c9c-9f27-7ece4207d58e,61361226417,1721166,reconstruido,true
2026-06-19,,1717287,512341e3-a58c-4545-a15b-3bc1458d6b18,61365347423,1721167,reconstruido,true
2026-06-19,10694788969,1717288,c1f4339c-ebc5-44c8-b7e5-d3aa264303e8,61371977320,1721168,reconstruido,true
2026-06-19,38809486185,1717289,83c55f94-67b6-425d-acdd-4f5ca322b2da,61358724888,1721169,reconstruido,true
2026-06-19,40100739707,1717290,49e392ef-bfb3-483e-96f9-53184468605d,61351789614,1721170,reconstruido,true
2026-06-19,34118464419,1717291,58537062-81b1-4705-b105-c3d2f53a813f,61351166127,1721171,reconstruido,true
2026-06-19,39524203688,1717292,e3159ea3-d10b-4de5-b65d-d835b9f76517,61375849760,1721172,reconstruido,true
2026-06-19,37334810449,1717293,d2e0ad0e-b221-457a-9fff-3c47c5ab84cd,61370895114,1721173,reconstruido,true
2026-06-19,36540687467,1717294,2bcbcdd3-31eb-41cf-9c35-681fb8ca24d4,61359185160,1721174,reconstruido,true
2026-06-19,38142560365,1717295,4e53347e-ccc4-4c59-83b3-5acdd088c2b4,61371204478,1721175,reconstruido,true
2026-06-19,19907472683,1717296,83171971-19c2-4ea1-95f3-dba86a93b163,61357916764,1721176,reconstruido,true
2026-06-19,12052844363,1717297,7f2d76c0-0fc8-4410-9c06-1531261dc4b7,61362641503,1721177,reconstruido,true
2026-06-19,40146896478,1717298,88074c7f-e52e-49d8-9af1-6e1c8a7eff35,61361072014,1721178,reconstruido,true
2026-06-19,37537103442,1717299,cbea9b21-7f99-4653-b705-80cc1fa8e0c8,61359341487,1721179,reconstruido,true
2026-06-19,12845345590,1717300,01a0cf28-c3b9-4b26-a33b-e9fc69b9160c,61376466437,1721180,reconstruido,true
2026-06-19,35776104793,1717301,11423f0a-6aef-4356-bd09-c95bfaa3bedb,61374302523,1721181,reconstruido,true
2026-06-19,10072161296,1717302,5a352af2-f9e2-4403-b4c8-224a09bd661c,61364111734,1721182,reconstruido,true
2026-06-19,10182416054,1717303,183b1397-7103-476d-9a4a-60152382d2f4,61354730158,1721183,reconstruido,true
2026-06-19,39279043445,1717304,367da38c-b1e5-4631-b4b9-92ee4f82adce,61354107313,1721184,reconstruido,true
2026-06-19,15004862279,1717305,1c1124d1-24be-4dce-8255-4578c877c534,61364111737,1721185,reconstruido,true
2026-06-19,21783163535,1717306,c057dbd5-9f3b-4a84-8abf-f56d658ff43e,61377239323,1721186,reconstruido,true
2026-06-19,16815656580,1717307,614bde49-076e-4dbd-8b6f-df0b440c3cfe,61357916778,1721187,reconstruido,true
